Product_Category,Region,Age_Group,Gender,Month,Sales_Amount,Units_Sold,Customer_Rating
Clothing,Latin America,25-34,Female,December,348.09,9,2.5
Books,North America,35-44,Male,November,208.91,51,2.4
Clothing,Europe,25-34,Female,January,130.43,25,2.1
Electronics,Middle East,65+,Male,November,396.41,89,1.3
Beauty Products,Latin America,18-24,Non-binary,September,815.19,32,4.3
Electronics,Africa,65+,Female,December,833.01,28,2.7
Electronics,Europe,25-34,Non-binary,December,50.66,70,2.9
Sports Equipment,Middle East,35-44,Non-binary,February,439.83,52,3.7
Electronics,Europe,25-34,Non-binary,January,589.56,26,4.4
Sports Equipment,North America,65+,Male,January,690.45,67,1.8
Beauty Products,North America,45-54,Non-binary,March,888.61,94,4.0
Home Appliances,Europe,55-64,Male,May,497.41,34,1.2
Beauty Products,North America,18-24,Male,August,866.59,26,1.9
Beauty Products,Latin America,55-64,Female,December,955.33,51,2.3
Home Appliances,Africa,35-44,Non-binary,April,165.57,36,3.1
Clothing,North America,35-44,Female,June,792.88,95,3.3
Electronics,Asia-Pacific,25-34,Non-binary,April,618.2,15,3.9
Clothing,Middle East,65+,Non-binary,January,582.36,7,1.4
Clothing,Europe,35-44,Male,August,716.44,29,4.5
Clothing,Europe,55-64,Female,June,49.09,37,2.9
Electronics,Middle East,45-54,Female,January,611.43,98,2.6
Electronics,Middle East,45-54,Female,July,43.92,42,1.0
Home Appliances,Asia-Pacific,65+,Non-binary,February,847.43,69,4.4
Clothing,Asia-Pacific,35-44,Non-binary,July,860.01,36,4.2
Beauty Products,Latin America,55-64,Female,October,130.71,28,3.5
Home Appliances,Africa,35-44,Male,June,536.26,52,3.1
Home Appliances,Africa,65+,Male,May,157.09,75,2.0
Beauty Products,Latin America,35-44,Non-binary,September,546.42,11,3.0
Clothing,Latin America,65+,Non-binary,July,75.46,37,1.8
Books,Asia-Pacific,65+,Non-binary,September,819.5,91,2.6
Electronics,Europe,25-34,Non-binary,July,995.33,35,4.0
Electronics,North America,35-44,Female,March,627.04,82,3.4
Sports Equipment,Asia-Pacific,55-64,Female,April,955.43,16,3.1
Electronics,North America,18-24,Non-binary,February,911.74,4,4.6
Books,North America,55-64,Male,May,229.53,39,2.1
Books,North America,35-44,Male,November,639.53,65,4.3
Electronics,Latin America,45-54,Male,September,687.26,20,3.8
Home Appliances,North America,18-24,Male,March,456.54,47,2.1
Books,Asia-Pacific,65+,Female,April,938.83,16,2.0
Home Appliances,Africa,55-64,Female,September,499.46,66,3.8
Beauty Products,North America,18-24,Non-binary,September,66.26,92,4.6
Beauty Products,North America,35-44,Male,August,478.24,55,1.4
Beauty Products,Asia-Pacific,25-34,Female,August,752.46,48,4.1
Sports Equipment,Latin America,35-44,Non-binary,October,279.9,98,1.8
Electronics,Middle East,45-54,Male,September,859.74,20,1.1
Beauty Products,Africa,65+,Non-binary,February,938.01,66,2.7
Home Appliances,Europe,18-24,Non-binary,March,797.33,25,1.2
Books,North America,45-54,Non-binary,December,136.67,94,4.6
Beauty Products,Latin America,55-64,Non-binary,July,548.57,6,1.9
Beauty Products,Middle East,25-34,Male,May,781.96,47,2.9
Electronics,North America,18-24,Female,May,257.93,5,4.3
Electronics,Asia-Pacific,45-54,Female,May,919.76,19,4.5
Beauty Products,Europe,18-24,Female,February,459.53,71,1.0
Sports Equipment,North America,45-54,Non-binary,November,385.98,81,3.3
Books,Middle East,18-24,Male,January,884.18,2,4.9
Clothing,North America,35-44,Male,November,527.57,18,3.8
Sports Equipment,Middle East,25-34,Non-binary,July,711.32,3,2.5
Sports Equipment,Europe,18-24,Male,April,738.76,57,4.6
Sports Equipment,Asia-Pacific,35-44,Male,September,418.81,86,1.9
Clothing,Africa,35-44,Female,May,544.9,82,3.1
Beauty Products,Latin America,35-44,Male,November,998.02,7,2.7
Electronics,Africa,55-64,Non-binary,August,890.83,26,4.4
Clothing,North America,35-44,Male,January,416.42,90,4.8
Beauty Products,North America,25-34,Male,September,168.41,95,3.1
Electronics,North America,55-64,Male,December,43.83,95,1.8
Books,Latin America,55-64,Non-binary,May,595.26,34,4.4
Electronics,North America,18-24,Male,March,600.82,47,3.5
Home Appliances,Latin America,25-34,Female,June,269.43,43,2.5
Home Appliances,North America,25-34,Non-binary,October,435.1,82,4.7
Electronics,Europe,25-34,Female,November,91.77,94,3.2
Clothing,North America,45-54,Non-binary,December,129.11,3,3.5
Books,Latin America,65+,Female,June,957.24,12,2.9
Electronics,Africa,25-34,Non-binary,December,887.58,17,4.5
Home Appliances,North America,25-34,Non-binary,July,459.65,47,4.0
Books,Africa,45-54,Non-binary,September,569.72,89,1.6
Books,Middle East,25-34,Male,June,961.54,72,4.0
Home Appliances,Asia-Pacific,25-34,Female,May,742.54,11,1.1
Beauty Products,Europe,55-64,Male,July,639.06,97,1.6
Books,North America,18-24,Male,January,914.42,62,2.1
Beauty Products,Africa,55-64,Non-binary,May,394.12,22,1.3
Clothing,Latin America,65+,Male,August,970.06,91,1.5
Electronics,Africa,45-54,Female,January,159.17,17,3.3
Beauty Products,Latin America,18-24,Non-binary,October,856.05,24,3.0
Beauty Products,Asia-Pacific,35-44,Female,February,338.41,46,2.2
Clothing,Europe,55-64,Female,December,69.46,63,4.4
Home Appliances,Asia-Pacific,35-44,Female,February,641.58,96,2.1
Books,Africa,18-24,Non-binary,September,863.43,36,1.2
Sports Equipment,Middle East,55-64,Non-binary,May,983.42,18,4.2
Electronics,Africa,25-34,Female,June,450.5,81,2.4
Beauty Products,Middle East,65+,Female,May,205.96,62,3.4
Sports Equipment,North America,45-54,Female,September,644.02,34,1.3
Beauty Products,Asia-Pacific,55-64,Male,September,317.2,91,1.6
Books,North America,65+,Male,April,247.42,48,4.2
Electronics,Asia-Pacific,55-64,Non-binary,November,151.15,52,2.7
Beauty Products,Asia-Pacific,18-24,Male,October,632.78,85,4.6
Clothing,Europe,55-64,Non-binary,May,940.29,87,3.7
Sports Equipment,Latin America,55-64,Male,December,798.28,74,2.5
Electronics,Middle East,18-24,Female,October,606.33,52,2.0
Home Appliances,Latin America,18-24,Female,October,427.74,35,3.1
Clothing,Asia-Pacific,45-54,Male,November,422.47,55,1.4
Books,Africa,55-64,Female,May,122.97,72,2.4
Books,Latin America,25-34,Non-binary,June,550.27,62,4.3
Sports Equipment,Latin America,45-54,Female,August,949.17,69,3.8
Clothing,Middle East,25-34,Male,February,563.26,10,1.9
Beauty Products,North America,65+,Female,July,460.87,71,2.9
Sports Equipment,Africa,65+,Male,August,652.98,19,4.3
Books,Africa,35-44,Non-binary,August,915.91,86,4.5
Clothing,North America,65+,Non-binary,February,277.07,32,1.2
Clothing,Africa,25-34,Male,November,555.56,81,4.8
Electronics,Latin America,65+,Non-binary,February,410.6,93,2.6
Beauty Products,Latin America,55-64,Non-binary,May,144.58,4,2.2
Clothing,Latin America,25-34,Male,July,865.18,53,2.9
Home Appliances,Africa,35-44,Male,January,281.51,86,2.1
Home Appliances,North America,45-54,Female,February,883.18,50,3.2
Electronics,Africa,65+,Male,December,126.59,25,1.6
Beauty Products,Africa,18-24,Male,November,573.59,66,2.6
Home Appliances,Middle East,25-34,Male,June,452.04,62,2.4
Beauty Products,Europe,25-34,Female,January,566.1,69,3.4
Electronics,Asia-Pacific,65+,Male,November,861.91,34,4.7
Beauty Products,North America,45-54,Male,March,314.53,38,2.3
Electronics,Middle East,25-34,Female,December,646.59,25,3.3
Home Appliances,Latin America,45-54,Non-binary,January,968.33,66,3.9
Beauty Products,Latin America,25-34,Male,August,551.25,35,3.9
Electronics,Latin America,25-34,Male,November,606.53,99,2.9
Sports Equipment,Europe,35-44,Female,December,913.37,85,3.5
Electronics,Africa,35-44,Non-binary,August,707.18,6,1.5
Electronics,Middle East,45-54,Female,November,724.7,34,3.5
Books,North America,35-44,Male,April,554.99,30,2.1
Books,Asia-Pacific,18-24,Female,December,63.85,66,2.4
Beauty Products,North America,55-64,Non-binary,November,936.24,65,3.6
Electronics,Asia-Pacific,35-44,Male,March,957.23,84,3.2
Electronics,Middle East,18-24,Female,June,354.32,62,2.8
Sports Equipment,North America,18-24,Female,February,399.61,60,1.7
Beauty Products,Asia-Pacific,65+,Male,April,16.2,71,2.8
Electronics,Middle East,35-44,Male,October,526.62,44,2.6
Books,Europe,45-54,Non-binary,March,498.1,15,3.0
Beauty Products,Middle East,35-44,Non-binary,January,375.39,85,3.4
Clothing,North America,18-24,Non-binary,July,538.91,85,4.1
Electronics,Europe,25-34,Non-binary,August,61.58,72,4.1
Beauty Products,Africa,55-64,Non-binary,January,161.96,81,3.9
Books,Africa,65+,Male,October,275.86,18,3.6
Beauty Products,Europe,25-34,Female,February,879.12,4,1.6
Home Appliances,Middle East,45-54,Non-binary,October,947.41,31,3.6
Clothing,North America,45-54,Non-binary,September,463.94,68,1.5
Home Appliances,Europe,55-64,Female,May,687.17,8,3.3
Clothing,Asia-Pacific,55-64,Non-binary,February,543.93,22,3.0
Books,Middle East,25-34,Non-binary,November,328.04,99,2.0
Beauty Products,Africa,55-64,Female,August,891.81,74,1.3
Books,Africa,45-54,Non-binary,August,548.08,47,1.2
Beauty Products,Africa,35-44,Female,February,703.49,1,2.1
Electronics,Asia-Pacific,25-34,Non-binary,July,161.3,51,1.9
Clothing,North America,45-54,Non-binary,May,166.69,86,1.1
Electronics,Europe,55-64,Male,May,685.17,34,4.3
Electronics,Middle East,45-54,Female,April,813.64,1,3.8
Electronics,Africa,35-44,Non-binary,December,625.68,27,1.2
Beauty Products,Latin America,25-34,Non-binary,December,68.69,74,4.0
Home Appliances,Asia-Pacific,18-24,Non-binary,September,270.05,45,1.7
Sports Equipment,Asia-Pacific,35-44,Male,July,714.22,56,4.1
Electronics,Europe,65+,Non-binary,April,797.68,62,4.6
Clothing,Africa,25-34,Male,May,122.45,48,2.4
Clothing,Latin America,25-34,Male,April,414.43,71,4.9
Books,North America,55-64,Non-binary,August,581.8,42,2.0
Sports Equipment,Asia-Pacific,35-44,Male,March,511.72,29,1.7
Beauty Products,Latin America,55-64,Male,October,70.44,79,1.3
Beauty Products,Middle East,18-24,Non-binary,October,643.75,77,4.6
Books,Europe,25-34,Non-binary,September,72.56,76,2.5
Books,North America,65+,Female,September,210.52,89,3.1
Electronics,Latin America,55-64,Male,October,812.85,83,4.9
Books,Asia-Pacific,25-34,Male,April,340.44,20,3.8
Books,Asia-Pacific,45-54,Male,June,806.36,10,4.1
Beauty Products,Europe,18-24,Male,April,398.54,72,2.5
Clothing,Africa,18-24,Non-binary,July,462.45,15,1.2
Home Appliances,Asia-Pacific,45-54,Female,December,208.29,78,4.9
Home Appliances,Middle East,65+,Male,October,140.35,77,1.7
Electronics,Middle East,65+,Male,February,445.07,20,4.6
Electronics,Latin America,25-34,Non-binary,January,79.42,49,2.1
Clothing,Asia-Pacific,25-34,Male,May,662.45,33,3.4
Beauty Products,Asia-Pacific,45-54,Male,May,664.3,2,3.6
Clothing,Middle East,18-24,Male,September,517.33,21,1.4
Clothing,Middle East,25-34,Non-binary,October,630.0,29,1.5
Beauty Products,Europe,55-64,Male,January,457.03,14,4.0
Home Appliances,Latin America,18-24,Non-binary,December,303.52,69,3.2
Home Appliances,Africa,35-44,Female,August,544.57,47,1.4
Clothing,Europe,35-44,Non-binary,July,386.73,22,2.6
Beauty Products,Latin America,18-24,Male,November,260.78,97,3.6
Clothing,Africa,45-54,Female,September,660.87,6,4.5
Beauty Products,Middle East,45-54,Non-binary,February,57.99,53,4.4
Clothing,North America,25-34,Male,November,974.73,97,3.3
Home Appliances,Latin America,25-34,Non-binary,February,917.92,22,4.3
Home Appliances,North America,55-64,Male,March,862.05,32,4.5
Sports Equipment,Latin America,35-44,Non-binary,January,584.13,71,2.3
Home Appliances,Middle East,45-54,Non-binary,April,794.43,89,2.1
Beauty Products,North America,45-54,Female,October,891.19,9,4.1
Beauty Products,Europe,35-44,Non-binary,December,13.0,74,2.6
Sports Equipment,North America,55-64,Female,September,326.56,90,3.5
Books,Asia-Pacific,35-44,Non-binary,April,719.99,62,1.1
Books,North America,55-64,Non-binary,May,127.3,100,4.7
Electronics,Asia-Pacific,35-44,Female,March,911.34,6,3.2
Electronics,North America,18-24,Male,September,664.06,99,4.8
Clothing,North America,35-44,Female,July,459.97,36,2.1
Home Appliances,Europe,65+,Male,November,195.78,5,2.7
Electronics,Asia-Pacific,65+,Non-binary,December,193.09,65,4.8
Electronics,Europe,55-64,Male,December,606.54,25,3.7
Electronics,Middle East,55-64,Female,June,694.11,2,2.3
Electronics,Asia-Pacific,25-34,Non-binary,May,280.66,52,3.5
Books,Latin America,25-34,Male,February,802.32,9,1.6
Home Appliances,Africa,55-64,Non-binary,December,56.93,77,1.6
Home Appliances,North America,18-24,Male,March,51.44,35,1.2
Home Appliances,Latin America,18-24,Female,July,692.44,4,4.4
Home Appliances,North America,55-64,Female,July,242.49,41,4.3
Home Appliances,North America,45-54,Non-binary,February,616.79,89,3.2
Sports Equipment,Middle East,65+,Male,June,108.46,60,3.1
Home Appliances,Middle East,25-34,Non-binary,December,801.47,84,1.3
Books,Latin America,25-34,Male,June,409.37,53,1.9
Electronics,Europe,18-24,Non-binary,February,968.38,68,2.5
Home Appliances,Asia-Pacific,35-44,Male,May,986.38,31,1.4
Beauty Products,Latin America,55-64,Female,June,531.63,58,3.9
Clothing,Europe,25-34,Female,June,371.32,10,1.6
Books,Latin America,35-44,Male,December,183.16,53,4.7
Home Appliances,Europe,55-64,Female,February,400.03,47,3.4
Clothing,Asia-Pacific,35-44,Male,March,49.38,78,3.9
Electronics,Asia-Pacific,25-34,Male,September,230.07,68,3.5
Beauty Products,Asia-Pacific,35-44,Female,March,529.87,10,4.3
Beauty Products,Africa,55-64,Male,October,250.2,29,4.4
Home Appliances,Middle East,65+,Non-binary,March,684.83,15,2.4
Home Appliances,Europe,25-34,Non-binary,July,473.65,79,3.8
Beauty Products,Middle East,18-24,Male,November,103.31,42,2.9
Books,Middle East,18-24,Non-binary,December,405.23,10,4.1
Electronics,Asia-Pacific,55-64,Male,May,121.81,86,1.5
Home Appliances,Africa,18-24,Male,August,918.73,89,2.7
Sports Equipment,Africa,35-44,Male,June,435.7,55,4.8
Books,Europe,45-54,Female,December,155.11,54,4.5
Beauty Products,Africa,65+,Male,November,888.67,67,3.1
Clothing,Africa,35-44,Male,April,657.97,40,4.4
Clothing,Europe,55-64,Non-binary,June,976.26,61,4.0
Clothing,Europe,65+,Male,August,664.51,100,3.3
Sports Equipment,Africa,18-24,Non-binary,March,332.8,88,1.8
Electronics,Latin America,25-34,Male,January,663.58,48,4.0
Books,Africa,35-44,Non-binary,May,478.74,66,4.1
Home Appliances,Asia-Pacific,65+,Female,February,155.75,7,1.2
Clothing,Africa,35-44,Male,March,967.27,52,3.2
Sports Equipment,Latin America,18-24,Non-binary,February,821.97,13,3.2
Sports Equipment,Asia-Pacific,35-44,Male,April,376.88,47,4.0
Clothing,Europe,35-44,Male,April,478.02,39,1.2
Sports Equipment,North America,65+,Non-binary,October,293.46,98,1.0
Beauty Products,Africa,35-44,Male,March,371.99,26,2.9
Home Appliances,Latin America,18-24,Non-binary,December,887.59,95,4.9
Home Appliances,North America,35-44,Non-binary,January,179.95,43,3.2
Electronics,Asia-Pacific,55-64,Male,March,462.0,46,2.0
Books,Asia-Pacific,65+,Male,August,195.06,33,3.3
Electronics,Middle East,65+,Non-binary,November,688.31,37,1.8
Sports Equipment,North America,18-24,Female,April,198.65,44,3.1
Sports Equipment,Europe,65+,Non-binary,September,49.75,12,1.6
Sports Equipment,Europe,25-34,Non-binary,April,508.32,27,3.7
Electronics,North America,45-54,Male,January,409.88,22,3.8
Clothing,North America,65+,Male,March,186.08,22,3.1
Books,Latin America,18-24,Non-binary,October,38.52,85,3.1
Beauty Products,Europe,35-44,Female,January,253.82,15,4.6
Books,Asia-Pacific,25-34,Male,October,263.75,91,1.8
Sports Equipment,Latin America,45-54,Female,March,166.17,26,4.8
Home Appliances,Latin America,35-44,Male,April,453.09,26,3.2
Clothing,Middle East,55-64,Non-binary,December,329.51,77,1.5
Home Appliances,Africa,25-34,Non-binary,May,553.02,15,2.9
Books,Africa,25-34,Non-binary,September,829.26,13,2.3
Home Appliances,North America,55-64,Non-binary,August,77.22,49,1.8
Clothing,North America,35-44,Female,February,402.04,59,2.6
Beauty Products,Middle East,45-54,Male,April,69.64,12,3.6
Sports Equipment,Asia-Pacific,25-34,Non-binary,October,23.6,56,1.1
Home Appliances,Europe,45-54,Non-binary,February,496.64,24,1.0
Books,Latin America,25-34,Female,September,479.02,54,1.3
Home Appliances,Africa,45-54,Female,August,458.29,69,2.2
Electronics,Africa,25-34,Non-binary,October,998.57,9,4.0
Sports Equipment,Europe,25-34,Male,March,945.84,69,1.9
Beauty Products,Middle East,55-64,Female,June,245.26,60,3.0
Clothing,Africa,35-44,Non-binary,April,255.61,79,4.6
Home Appliances,North America,65+,Male,January,812.21,4,1.9
Beauty Products,Europe,18-24,Male,March,134.84,66,4.5
Home Appliances,Europe,35-44,Male,April,502.04,39,3.9
Home Appliances,Africa,35-44,Female,March,237.87,48,1.5
Home Appliances,Middle East,65+,Non-binary,April,403.61,60,4.0
Sports Equipment,Europe,18-24,Female,December,254.74,14,3.0
Sports Equipment,Africa,55-64,Female,April,200.54,19,1.4
Beauty Products,Europe,55-64,Female,September,409.35,53,2.9
Sports Equipment,Middle East,25-34,Non-binary,September,254.46,40,4.8
Sports Equipment,Africa,35-44,Non-binary,October,133.12,40,1.8
Electronics,Asia-Pacific,65+,Non-binary,September,937.42,89,1.6
Electronics,Asia-Pacific,18-24,Female,December,290.18,100,2.4
Clothing,Middle East,65+,Female,May,473.79,71,4.5
Home Appliances,Asia-Pacific,25-34,Non-binary,October,80.03,66,2.2
Clothing,Asia-Pacific,35-44,Female,August,996.55,14,4.9
Books,Middle East,55-64,Non-binary,June,944.85,37,2.2
Sports Equipment,Africa,35-44,Non-binary,November,726.22,42,1.1
Electronics,Middle East,18-24,Male,December,836.59,49,1.3
Home Appliances,Europe,65+,Non-binary,March,684.31,76,4.3
Electronics,Europe,18-24,Female,May,986.65,27,1.2
Clothing,Middle East,35-44,Non-binary,August,594.02,99,3.5
Sports Equipment,Asia-Pacific,35-44,Female,April,873.28,92,2.8
Books,Asia-Pacific,18-24,Female,January,908.28,68,4.7
Sports Equipment,Africa,65+,Female,May,625.8,28,2.8
Books,North America,45-54,Non-binary,November,482.41,48,4.9
Electronics,Europe,45-54,Male,January,158.17,50,1.7
Clothing,North America,45-54,Female,June,660.09,17,1.4
Books,Europe,35-44,Male,October,919.86,4,3.7
Books,Asia-Pacific,18-24,Female,March,695.57,87,3.4
Books,Middle East,18-24,Female,October,661.27,10,3.6
Home Appliances,North America,18-24,Male,December,663.21,33,4.5
Clothing,Asia-Pacific,25-34,Non-binary,July,761.98,85,3.9
Home Appliances,Middle East,25-34,Non-binary,March,419.79,55,1.7
Clothing,North America,65+,Male,September,251.78,6,1.7
Home Appliances,Africa,18-24,Male,September,58.92,63,2.5
Sports Equipment,Asia-Pacific,55-64,Female,December,785.25,80,3.5
Home Appliances,Latin America,35-44,Male,June,460.31,93,2.2
Sports Equipment,Middle East,55-64,Male,October,260.57,88,4.0
Clothing,Latin America,25-34,Female,March,714.67,7,4.9
Electronics,North America,55-64,Female,February,894.17,25,5.0
Beauty Products,Asia-Pacific,65+,Male,May,58.1,46,1.8
Home Appliances,North America,25-34,Female,January,479.5,89,2.6
